x,actual_y,fitted_y,residual,absolute_error,squared_error
4.6000000000000005,0.9034459526944294,1.9437863024802529,-1.0403403497858235,1.0403403497858235,1.0823080433924894
4.7,1.0269104984791069,2.048030199259538,-1.0211197007804311,1.0211197007804311,1.0426854433219173
4.800000000000001,1.1736921616640519,2.155183275261245,-0.9814911135971931,0.9814911135971931,0.9633248060702582
4.9,1.3407675486303863,2.265178717399319,-0.9244111687689329,0.9244111687689329,0.8545360089447446
5.0,1.5244952509990612,2.3779497125877063,-0.853454461588645,0.853454461588645,0.7283845180055639
5.1000000000000005,1.720835101330053,2.493429447740356,-0.7725943464103029,0.7725943464103029,0.5969020241051631
5.2,1.9255871034865077,2.611551109771212,-0.6859640062847043,0.6859640062847043,0.4705466179181619
5.300000000000001,2.13463530470566,2.732247885594224,-0.5976125808885637,0.5976125808885637,0.35714079683629013
5.4,2.3441816190819185,2.8554529621233353,-0.5112713430414169,0.5112713430414169,0.26139838621537415
5.5,2.550955285131765,2.9810995262724953,-0.43014424114073035,0.43014424114073035,0.18502406818653477
5.6000000000000005,2.7523852010513976,3.1091207649556507,-0.3567355639042531,0.3567355639042531,0.12726026255408546
5.7,2.9467247326855537,3.239449865086745,-0.29272513240119125,0.29272513240119125,0.08568800313929495
5.800000000000001,3.133121584467415,3.3720200135797302,-0.2388984291123153,0.2388984291123153,0.05707245943233193
5.9,3.311628776033438,3.506764397348549,-0.19513562131511097,0.19513562131511097,0.03807791070603439
6.0,3.4831564618403537,3.643616203307148,-0.16045974146679454,0.16045974146679454,0.025747328631590544
6.1000000000000005,3.64936803787204,3.7825086183694787,-0.1331405804974386,0.1331405804974386,0.017726414175194927
6.2,3.8125274676669534,3.923374829449481,-0.11084736178252763,0.11084736178252763,0.012287137614146567
6.300000000000001,3.9753078123046413,4.066148023461107,-0.09084021115646568,0.09084021115646568,0.008251943962951272
6.4,4.1405733756842285,4.210761387318302,-0.07018801163407318,0.07018801163407318,0.004926356977144792
6.5,4.311149526383289,4.357148107935012,-0.04599858155172232,0.04599858155172232,0.002115869504770449
6.6000000000000005,4.489595027921099,4.505241372225182,-0.015646344304083293,0.015646344304083293,0.0002448080900819197
6.7,4.677991552414622,4.654974367102762,0.023017185311860366,0.023017185311860366,0.0005297908196805205
6.800000000000001,4.877763978168722,4.806280279481699,0.07148369868702265,0.07148369868702265,0.005109919177977043
6.9,5.0895431465483965,4.959092296275937,0.13045085027245928,0.13045085027245928,0.017017424336807592
7.0,5.31308009735175,5.113343604399422,0.19973649295232843,0.19973649295232843,0.039894666616895544
7.1000000000000005,5.547217580144664,5.2689673907661065,0.27825018937855717,0.27825018937855717,0.07742316788920292
7.2,5.789921052156235,5.425896842289932,0.36402420986630357,0.36402420986630357,0.13251362536878664
7.300000000000001,6.038367644638102,5.584065145884848,0.454302498753254,0.454302498753254,0.20639076037345036
7.4,6.289087941194225,5.743405488464797,0.5456824527294284,0.5456824527294284,0.2977693392168049
7.5,6.538152090050027,5.903851056943729,0.6343010331062979,0.6343010331062979,0.40233780059971685
7.6000000000000005,6.781388974447226,6.065335038235592,0.716053936211634,0.716053936211634,0.5127332395641748
7.7,7.0146250656885965,6.227790619254332,0.7868344464342645,0.7868344464342645,0.6191084460955154
7.800000000000001,7.233928312804506,6.391150986913894,0.8427773258906122,0.8427773258906122,0.7102736210353311
7.9,7.435842060834362,6.5553493281282265,0.8804927327061352,0.8804927327061352,0.7752674523483175
8.0,7.617594559305289,6.720318829811273,0.8972757294940159,0.8972757294940159,0.8051037347390184
8.1,7.7772710887363665,6.885992678876985,0.8912784098593818,0.8912784098593818,0.7943772038814682
8.200000000000001,7.913938005249475,7.0523040622393065,0.8616339430101689,0.8616339430101689,0.742413051747251
8.3,8.027710940869014,7.219186166812186,0.8085247740568278,0.8085247740568278,0.6537123102636444
8.4,8.119762817722295,7.386572179509564,0.7331906382127311,0.7331906382127311,0.537568511962792
8.5,8.19227102594669,7.554395287245397,0.6378757387012932,0.6378757387012932,0.4068854580237205
8.6,8.248306848647662,7.722588676933626,0.5257181717140362,0.5257181717140362,0.2763795960703489
8.700000000000001,8.291673761089578,7.8910855354882,0.4005882256013784,0.4005882256013784,0.16047092649046085
8.8,8.326704365569162,8.05981904982306,0.2668853157461015,0.2668853157461015,0.07122777176089631
8.9,8.358028253690552,8.228722406852158,0.12930584683839363,0.12930584683839363,0.016720002026594113
9.0,8.390324857126629,8.397728793489444,-0.007403936362814889,0.007403936362814889,5.481827366461257e-05
9.1,8.428076246784777,8.566771396648859,-0.13869514986408227,0.13869514986408227,0.01923634459582024
9.200000000000001,8.475334813056456,8.73578340324435,-0.26044859018789346,0.26044859018789346,0.06783346813086127
9.3,8.535519808516474,8.904698000189864,-0.36917819167338983,0.36917819167338983,0.13629253720723417
9.4,8.611254918458512,9.073448374399351,-0.4621934559408398,0.4621934559408398,0.21362279071453705
9.5,8.704256457131086,9.241967712786755,-0.5377112556556689,0.5377112556556689,0.2891333944587961
9.600000000000001,8.815278628275365,9.410189202266025,-0.5949105739906599,0.5949105739906599,0.35391859104589646
9.700000000000001,8.944118734105865,9.578046029751105,-0.6339272956452398,0.6339272956452398,0.40186381616408723
9.8,9.089681488281794,9.74547138215594,-0.6557898938741467,0.6557898938741467,0.4300603849074645
9.9,9.25009791752865,9.912398446394484,-0.662300528865833,0.662300528865833,0.4386419905359621
10.0,9.422890951586187,10.078760409380676,-0.6558694577944895,0.6558694577944895,0.43016474566763757
